contig_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
contig-20000000,-5.46022999e+00,3.82579291e+00,-1.68226186e+00,7.93167977e-02,-5.00294590e-01,-3.37627635e-01,-1.26669885e-01,-4.00740010e-02,1.00720227e-01,-3.08130081e-01,4.93058436e-01,5.45656748e-02,1.21599224e-02,-2.01770493e-01,5.22624238e-01,1.69222805e-01,-3.66840992e-01,-3.64393739e-01,4.53196563e-01,1.43858822e-01,5.41939762e-02,1.82409463e-01,2.10941099e-01,-3.40283985e-01,2.39910368e-02
contig-21000000,1.13928172e+01,3.31690398e+00,3.41707141e-01,-6.45513421e-01,-9.02383311e-02,9.39654765e-01,1.26487837e+00,1.39998542e-01,-1.81998377e-01,-6.85210858e-01,-2.58090150e-01,3.01072646e-01,3.54140909e-01,-1.26109388e+00,-3.79961592e-01,9.54324771e-01,-7.76327874e-01,-4.88691870e-01,5.02620933e-01,-3.04449730e-01,-2.32066283e-01,5.85137923e-01,4.04867472e-02,3.05511558e-01,3.27991350e-01
contig-22000000,1.30851269e+01,-1.28562609e+00,-5.87120395e+00,-2.87920343e-01,-1.25202277e-01,3.55709379e-01,-5.63744590e-01,6.80423033e-01,-1.16424707e-01,-3.49413470e-01,7.49275838e-01,3.62925814e-01,-7.68623901e-02,5.48674711e-01,4.69217907e-01,5.10502113e-02,1.32481170e-01,-5.30486797e-02,2.55177434e-01,7.12891365e-02,-8.98447655e-02,5.05215901e-02,2.13525815e-01,-2.53613865e-02,6.78227905e-02
contig-23000000,1.25249509e+01,1.62192338e+00,-3.03523441e+00,-5.70086704e-01,-3.65325913e-01,5.97807404e-01,2.25637616e+00,-2.27241868e-01,4.10934461e-01,6.20213600e-02,1.01402391e+00,9.08294038e-01,3.43709238e-01,-8.14405374e-01,-4.72733130e-01,7.54257285e-01,-1.01551970e+00,-4.91977204e-01,5.36310664e-01,1.32018882e-01,-2.18031421e-01,4.49779045e-01,-9.78134737e-02,2.63592436e-01,5.10176472e-01
contig-24000000,1.57838824e+01,7.67868599e-01,-7.21933775e+00,-4.50548189e-01,-6.44570463e-01,-7.29840928e-02,-1.70717731e+00,1.08206286e+00,-5.26543664e-01,8.83177917e-01,9.73316673e-01,4.62572307e-01,-4.46847773e-01,8.07259618e-01,-1.70824718e-01,-4.10807204e-01,-4.61669689e-01,4.61790832e-02,4.32382855e-01,-2.80921225e-01,4.26505365e-01,-3.70286421e-01,-1.01550267e-03,1.38837055e-01,-2.43847947e-01
contig-25000000,1.30931575e+01,-6.49951011e-01,-6.36893816e+00,-6.49607331e-01,-4.02939418e-01,-3.52669778e-02,-5.64835835e-02,8.50325963e-01,3.79166878e-01,6.19102069e-02,6.82282742e-01,4.76740154e-01,1.06280796e-01,3.23570728e-01,3.59418651e-01,2.32569585e-01,1.54922462e-03,-9.79119049e-03,1.59035614e-01,2.10791722e-01,-1.48077126e-01,1.34315636e-01,2.25929975e-01,-5.06247176e-02,-4.19340149e-02
contig-26000000,-5.56091204e+00,2.05398835e+00,-2.60170213e+00,6.00263039e-02,-1.18197987e-01,-1.02433209e-01,-6.97959086e-02,-4.56036952e-01,8.87144200e-01,-5.14118683e-02,2.56848176e-01,-5.99053152e-01,-1.20781131e-01,3.57638434e-01,9.79806202e-03,-3.87882827e-01,1.31387008e-01,1.97192680e-01,-1.53607512e-01,-2.06346825e-01,4.32024925e-01,-2.02310474e-01,6.69247876e-02,2.70786904e-01,-1.35352407e-01
contig-27000000,1.25042689e+01,-1.37678862e+00,-6.01840218e+00,-5.68469729e-01,-1.40625455e-02,-2.55550688e-01,-1.70690539e-01,6.34670986e-01,-8.42960304e-03,8.11389404e-02,5.55279825e-01,2.71509760e-02,4.18486290e-02,5.18619766e-01,2.57200702e-01,4.06762171e-02,1.95586284e-01,3.24902026e-01,1.37032920e-01,2.96302933e-01,-3.86113226e-01,1.49583465e-01,-1.13431108e-01,-3.94084255e-02,1.16983863e-01
contig-28000000,-4.96828132e+00,2.18002141e+00,-1.77086154e+00,-5.47712888e-01,2.24347348e-01,7.84051774e-01,-2.62464465e-01,-1.39217367e-01,1.83672598e-01,-1.88056775e-01,6.30267970e-02,-2.09719309e-01,-5.48496663e-01,-3.74197962e-01,-1.34740508e-01,8.93039758e-02,1.65565320e-01,-2.33975662e-01,2.32384590e-01,-4.92390587e-01,2.89061723e-01,1.65159906e-01,4.91357896e-01,-1.89835488e-01,-6.86615348e-02
contig-29000000,-4.18600496e+00,6.63177614e+00,6.93423127e-01,-6.21249757e-01,1.94046358e-01,1.56573148e-02,3.22967123e-01,-5.35664933e-01,-5.78806805e-02,3.44043510e-01,3.31330381e-01,1.29960447e-01,4.07806467e-01,1.36640809e-01,2.46588146e-01,6.37697563e-05,-4.93443935e-01,5.26143157e-02,-3.19273241e-01,7.39648763e-02,1.18307564e-01,-1.65653020e-01,-2.87815591e-03,7.55150326e-02,4.88922337e-02
contig-30000000,-5.54664374e+00,6.64875317e+00,-1.10784469e+00,-4.23115135e-01,-9.81578101e-01,2.65248496e-01,7.94228507e-01,2.85536865e-01,2.88774806e-01,2.47105026e-01,1.49264627e-01,-3.94915305e-02,2.72267531e-01,-1.59121036e-01,-2.72003673e-01,2.29525099e-01,-6.51000226e-01,2.27471651e-01,1.83904435e-01,8.94060702e-02,-2.32660221e-01,-3.82444534e-02,-2.80025616e-02,-1.12699223e-01,-1.04301734e-01
contig-31000000,-3.90779429e+00,6.17142325e+00,7.53267889e-01,-6.83093727e-01,2.78114715e-01,4.40737664e-02,8.93524785e-02,-3.00098528e-01,3.13055163e-01,2.98639938e-02,3.74177985e-01,-2.51692344e-01,-3.97544742e-01,-1.32598555e-02,-1.79829617e-01,4.08073464e-01,-3.63074267e-01,2.18200824e-01,1.23077800e-01,3.09103935e-01,-1.94256157e-01,-1.10134331e-01,-1.32613980e-01,-9.51609784e-02,-4.67914410e-02
contig-32000000,-3.64098689e+00,4.79689408e+00,1.47177329e+00,4.08921960e-01,2.88016176e-01,2.45372552e-01,-3.07621539e-01,-1.24055549e+00,-5.10033377e-01,1.05063088e-01,8.71128586e-01,5.81379921e-01,-1.75532009e-01,3.66178330e-01,2.68892197e-01,3.38453431e-01,-7.14315317e-01,-9.11200805e-02,1.49626431e+00,1.27707279e-01,1.97083175e-01,2.54102045e-01,4.11131918e-01,-6.99079818e-01,-8.82013898e-02
contig-33000000,-4.10767199e+00,5.71799910e+00,5.64880959e-01,-6.25317077e-01,-4.75289415e-01,-5.68921761e-02,-5.43756760e-01,-1.31404916e-01,7.37269012e-01,2.44726574e-01,3.54359324e-01,-4.94461190e-01,5.45613151e-01,2.61689658e-01,7.04925307e-02,3.34135827e-01,-2.38014518e-01,3.83846975e-01,2.80091805e-01,6.49033913e-02,-4.27845570e-01,1.97652034e-01,-1.89967055e-01,3.81958970e-02,-2.74858780e-01
contig-34000000,-2.93634883e+00,9.38028293e+00,4.18093225e+00,-5.38734835e-01,4.34411393e-01,-2.12857170e+00,-5.13067855e-01,2.68500681e-01,-5.51768988e-01,-5.35361845e-01,-2.36298634e-01,5.04511576e-01,4.48194908e-01,8.89138584e-01,-4.91734740e-01,-3.34546595e-01,6.95746895e-01,-6.30918601e-02,-5.03732038e-01,-2.83553952e-01,1.73825830e-01,-4.80538662e-01,-4.43220413e-01,6.15999518e-01,1.05028226e-01
contig-35000000,1.24322997e+01,3.66361498e+00,-9.01553995e-01,-8.18927250e-01,-3.55773029e-01,-3.28666795e-01,-3.82146531e-01,-1.04719178e-01,-4.94431617e-01,5.65869305e-02,-8.29334983e-01,2.25636727e-01,-6.25811197e-01,-7.93935664e-01,-1.15307458e-01,-2.71074756e-01,9.58389578e-01,2.06619111e-01,3.27508951e-01,-2.27629484e-01,1.43254668e-03,3.36109769e-01,6.85692726e-02,5.95382782e-02,1.63832992e-01
contig-36000000,-4.55532700e+00,5.43163340e+00,2.66102045e-01,-8.23090592e-01,-2.33807236e-01,3.74153660e-01,1.14437365e-01,-8.12690847e-02,-6.31402594e-01,3.83453200e-01,-3.05348467e-01,1.70354382e-01,9.54409028e-02,-1.82199258e-01,2.43326033e-02,-7.29567386e-02,-5.47303942e-01,1.94973312e-01,-3.67592193e-02,8.50822447e-02,2.09569756e-01,-1.54469557e-01,7.67427925e-02,-2.22615724e-01,2.26214793e-02
contig-37000000,-5.23615182e+00,-6.96664180e-02,-3.06368638e+00,-3.39072556e-01,1.12262383e+00,3.08724172e-01,-1.76322296e-02,-2.02218355e-01,-8.09208341e-01,-4.13207251e-01,-2.72192502e-02,9.17035625e-02,-6.18259558e-01,-1.06046429e-02,8.28364745e-02,8.68975550e-02,2.06951808e-01,-1.17421347e-01,-2.50731155e-01,-2.35228037e-01,-1.21845203e-01,-3.19518965e-01,6.00154689e-03,1.56280063e-01,2.63611610e-01
contig-38000000,-5.48438489e+00,7.99166806e-02,-3.11887615e+00,4.97405282e-02,7.11914272e-01,1.73219912e-01,-2.55695374e-01,-1.65650219e-01,5.12182970e-02,4.15367553e-01,-1.19142469e-01,1.68262746e-01,-3.60288398e-02,3.85012355e-01,-3.61330771e-04,1.41271364e-02,4.55114871e-01,-1.28307930e-01,2.17939225e-01,-2.05676909e-01,1.54279483e-01,3.36977909e-01,-1.51195286e-01,-3.62723426e-02,4.63384558e-02
contig-39000000,-4.91640043e+00,1.82412751e+00,-1.60047758e+00,-3.31861597e-01,2.93197479e-01,-8.20767060e-02,-6.81294687e-01,-3.78356810e-01,1.10813497e-01,-1.87546272e-01,-1.75433243e-01,-3.39608092e-01,-1.78631867e-01,1.59148341e-01,1.63821218e-01,2.63167116e-01,1.45623098e-01,3.77330374e-01,-1.65442984e-01,-1.79838912e-01,7.19151253e-02,-1.28215418e-01,-4.26259530e-01,3.82642816e-01,-1.65306435e-01
contig-40000000,1.06609622e+01,1.20909219e+00,-1.31087656e+00,-7.61011907e-01,-3.45680109e-01,1.20414813e+00,1.17161404e+00,2.07693417e-02,1.10676760e+00,-9.35076162e-01,1.15659403e-01,1.54028118e-01,3.53177507e-01,-1.00655533e+00,2.22050226e-01,9.89733792e-01,-4.94092235e-01,-6.46155644e-01,8.45240018e-01,-1.18628600e-01,-5.52324013e-01,5.54049523e-01,1.54997505e-01,3.44196499e-01,5.73877750e-01
contig-41000000,-6.46500260e+00,-3.24188509e-01,-4.19539188e+00,4.54541082e-01,-6.61692445e-01,-9.38380351e-01,9.39628691e-01,1.84315715e-01,6.86556502e-01,3.11572870e-01,-1.69729820e-01,-5.98123816e-02,5.36192250e-01,4.17227475e-01,-6.57133317e-02,8.37172882e-02,4.91635395e-02,2.37484856e-01,3.25600397e-01,-2.13339878e-01,4.81312301e-02,-2.50180488e-03,-8.85413078e-02,5.41989738e-02,2.45099991e-01
contig-42000000,-4.82458299e+00,3.01788024e+00,-1.27241419e+00,-7.22912002e-01,2.85912735e-01,9.14204697e-01,-2.79224722e-01,9.87764678e-03,-5.90379378e-01,-1.51853106e-01,-3.12046000e-01,-4.05661914e-01,-2.39106949e-01,-1.12773698e-01,1.96013903e-01,1.19048866e-02,-3.70215842e-01,-1.50474299e-01,3.45405366e-01,2.79186656e-01,-2.22531547e-01,2.77509253e-01,5.13737043e-01,2.90506258e-02,1.82469551e-01
contig-43000000,-7.18114961e+00,2.18179437e+00,-4.33268692e+00,3.84102235e-01,-5.96692726e-01,3.35238949e-02,4.88105839e-01,4.51953503e-01,-9.36262931e-02,1.10532202e-01,-1.49703832e-01,-1.32936821e-01,6.51143596e-03,1.27173350e-01,-9.58735115e-02,-3.15798714e-02,2.93401981e-01,-9.24264948e-02,-2.66209282e-01,4.04932665e-03,-2.98107912e-01,1.43347907e-01,9.36568465e-02,1.08017231e-01,-6.64861633e-02
contig-44000000,-5.88587693e+00,-2.14702074e-01,-4.11756217e+00,6.89337872e-02,6.48180658e-01,-4.72753857e-02,4.29855697e-01,4.47932720e-02,-7.70289529e-02,-2.55620801e-01,-1.03825258e-01,1.82747376e-01,-2.85524087e-01,1.94377845e-01,1.25372432e-01,1.88677681e-01,2.27945482e-01,2.94835670e-02,4.42126233e-01,-1.01766034e-01,-1.69824248e-01,1.86364150e-01,7.71752766e-02,5.53109753e-03,-4.29863352e-02
contig-45000000,1.26586279e+01,2.00014545e+00,-1.74143713e+00,-4.88634766e-01,-8.15287392e-01,1.96896126e-01,1.05848408e-01,1.87986204e-01,4.10823433e-02,-1.33568527e-01,-2.17842604e-01,-1.31697766e-01,1.17774610e-01,-5.21915161e-01,-3.03376251e-01,1.04468742e-01,-6.72216079e-01,-2.12978870e-01,1.57649868e-01,-2.11248619e-01,1.98054518e-01,-1.48493211e-02,-3.37841310e-01,2.70797126e-01,1.30629550e-01
contig-46000000,1.18580277e+01,-3.04542136e-01,-4.07970161e+00,-7.99373230e-01,-1.64921201e-01,-3.98397928e-01,-4.11144010e-01,4.22051557e-01,-1.33860726e-01,1.96892722e-01,2.73323733e-01,6.25964199e-01,4.25476555e-01,-6.35059905e-01,5.28773809e-01,-1.12189828e-01,1.25370196e-01,3.18787570e-01,-5.77606475e-03,-1.32688687e-01,5.47878520e-02,-2.01297143e-02,4.30711399e-02,8.40269578e-02,7.77956449e-02
contig-47000000,-5.11588588e+00,4.41800654e-01,-2.65205089e+00,-2.44969877e-01,6.41257649e-01,8.68682571e-02,-3.23923896e-01,-5.16567298e-01,4.20614797e-02,-4.01317934e-01,-1.25628024e-01,1.65264976e-01,-6.22102183e-01,-8.32559492e-02,-2.80074363e-01,2.51920575e-01,-7.90463052e-02,-2.63877598e-01,-1.14699856e-01,-1.62947721e-01,1.55419346e-03,1.53109507e-02,-8.41360048e-02,-2.23577021e-03,7.98695147e-03
contig-48000000,-5.18499929e+00,3.41896319e+00,-1.63842340e+00,-5.72646808e-01,-2.65318154e-01,2.45152821e-01,-7.52578678e-01,3.57937688e-01,2.12645508e-03,-2.75115818e-01,-2.56069828e-01,-1.19736350e-01,-5.63865505e-02,-4.27474899e-01,1.92961804e-01,2.74949616e-02,-2.01961612e-01,1.09310869e-01,-3.49795851e-02,2.98029965e-01,3.78713984e-03,3.11048324e-02,-1.56062593e-02,-2.21010104e-01,-1.33658657e-01
contig-49000000,-4.97406264e+00,-5.29146393e-01,-2.71251850e+00,-1.43855536e-01,5.28868992e-01,-5.78663558e-02,-8.68114381e-01,-3.33555420e-01,4.21433314e-01,-3.31613065e-01,-1.62565537e-01,2.13053905e-01,1.44015489e-01,3.71325211e-01,-2.27113545e-01,3.97496426e-01,-2.54986945e-01,-3.82720884e-01,-1.02333154e-01,4.08601848e-01,7.68537285e-03,3.59991319e-01,3.02749473e-01,-9.41976689e-02,-1.78142191e-01
contig-50000000,-5.17108722e+00,4.31762476e+00,-7.38715308e-01,-3.57783589e-01,-1.02497768e-01,3.69711152e-01,-6.46478069e-01,-2.62209806e-01,-3.07604255e-01,1.15357229e-01,-5.18026622e-01,7.48398589e-02,6.62014138e-02,-1.14246598e-01,1.45573595e-02,-1.97673722e-01,5.62324207e-02,2.37477946e-01,-5.62210008e-01,-3.15233101e-01,1.25379838e-01,-7.11380465e-02,-2.33323662e-01,1.65259584e-01,-2.09200845e-01
contig-51000000,-4.89977545e+00,4.76768580e+00,-8.57377017e-01,-1.77872870e-01,-2.53238078e-01,-7.60906141e-01,-4.65336432e-02,-2.34558199e-01,1.02673063e+00,-6.66425798e-01,7.09064732e-01,-3.75330956e-01,5.23359987e-03,-4.81354946e-01,-1.54234451e-01,-2.77649941e-01,-2.36517753e-01,-2.67960872e-03,-7.01383483e-02,-4.52644698e-01,4.28695015e-01,-1.39291996e-01,-1.04922070e-02,-2.50552205e-01,-2.40807592e-01
contig-52000000,-5.50740589e+00,8.55869362e-01,-2.78156161e+00,-1.88733277e-01,5.27573783e-01,-1.99370276e-01,1.26994476e-01,-1.22161411e-01,-4.15400512e-01,2.35801561e-01,-2.38439174e-01,-5.93767664e-03,-3.89164458e-01,-3.18388658e-01,-1.79295313e-01,8.31776954e-02,3.42387340e-01,-4.94672980e-01,2.18861948e-01,9.50454374e-02,2.08422893e-01,7.83389378e-02,3.18124788e-01,2.27975891e-01,-1.90749362e-01
contig-53000000,-5.75467591e+00,7.37964824e-01,-3.19298530e+00,-2.25469457e-01,8.21356800e-02,6.28037855e-01,4.27619452e-01,-1.70226078e-01,-2.96507518e-01,-4.71530009e-01,-3.23995739e-01,-2.62986234e-01,-3.27410859e-01,3.91458006e-01,2.36206952e-02,1.71676108e-01,-1.01841120e-01,1.93606828e-01,-1.81412097e-03,1.00938469e-01,-7.29399387e-03,-1.39031887e-01,-2.38546074e-01,-1.40144286e-01,1.62342861e-02
contig-54000000,-5.59666484e+00,9.20789500e-01,-3.43500183e+00,-4.50695190e-01,1.95389981e-01,-7.20479189e-02,-1.93739853e-01,-5.80315361e-03,-4.17245166e-01,-4.78803131e-01,1.63378242e-01,6.38683683e-02,5.30613408e-01,-1.16400881e-01,1.64799809e-01,9.06481310e-02,1.14714905e-01,-3.02371383e-01,3.96495967e-02,1.42816434e-01,-2.44284768e-01,4.98931731e-01,4.89687893e-01,-5.95386610e-02,-1.48171311e-01
contig-55000000,-7.38649191e+00,1.48077733e+00,-5.00926614e+00,5.06665697e-01,-5.27044411e-01,-1.63771027e-01,7.89833472e-01,5.18004522e-01,3.78688772e-02,-4.26368030e-02,-1.23362134e-01,3.43465689e-01,5.30336674e-02,-3.88958447e-02,-4.01973656e-02,4.85176127e-03,3.30278990e-02,-1.09659682e-01,-8.71273716e-02,-5.99491107e-02,-2.53851402e-01,6.36433089e-02,2.04013258e-01,1.19208899e-01,-6.66172811e-02
