contig_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
contig-56000000,1.22179207e+01,2.24257397e+00,-1.78687380e+00,-5.43789725e-01,-1.64472261e-01,-5.58799492e-01,-1.38388978e-01,-8.27079039e-01,1.02383642e-01,1.15507093e-01,-1.05586824e+00,-6.60714175e-01,-5.50486919e-01,2.62383268e-02,-4.60991999e-02,-2.25215268e-01,2.71038247e-01,-2.45289213e-01,7.14123497e-02,-9.51555110e-02,3.25611807e-01,1.71973488e-01,7.31884598e-03,-4.48313797e-01,-1.38126164e-01
contig-57000000,-3.14741205e+00,5.07788833e+00,1.10085998e+00,-7.41416829e-01,3.81518026e-01,-6.34370729e-01,-3.04580391e-01,-4.69378079e-01,7.38162137e-01,-6.80581445e-01,2.35989991e-01,-3.15077698e-01,2.61362137e-01,4.35456390e-01,7.81875024e-01,-1.53772604e-02,1.46622922e-01,-6.62192924e-01,7.25437460e-01,-4.41399872e-01,2.75075993e-01,2.98229277e-01,7.57666051e-02,-5.42501722e-01,-5.23068315e-01
contig-58000000,-4.76033408e+00,-9.91719016e-01,-2.85447213e+00,-5.10421837e-01,1.03574833e+00,1.49131347e+00,-2.14595715e-01,-1.04819903e-01,-1.20084369e-01,-8.01855238e-01,-6.45629570e-01,1.65687783e-01,-5.18058152e-01,6.08353066e-01,9.47214708e-02,-1.97463130e-02,3.50677764e-01,3.32844298e-01,4.63063660e-01,6.73498797e-02,4.10357672e-01,3.00150269e-02,-2.16809605e-01,-4.84095770e-01,5.28539762e-01
contig-59000000,-3.31351552e+00,5.08498394e+00,8.09609750e-01,-9.62356332e-01,4.69522531e-01,-2.64249923e-01,-9.59233035e-01,-4.41349592e-01,3.77684314e-01,5.23568602e-01,2.88491758e-01,-1.17585924e-01,2.40339092e-01,-1.54843487e-01,1.36804294e-01,2.62169164e-01,-2.15928469e-01,3.93678760e-01,1.15725967e-01,4.35625983e-01,-5.71480677e-02,-5.51171820e-02,-3.67645292e-02,-6.61198013e-02,-1.13807692e-01
contig-60000000,-6.62292782e+00,2.37907810e+00,-3.69071774e+00,-2.56055978e-02,-4.54479507e-01,3.49234193e-01,3.88665340e-02,6.82451942e-01,-1.87315708e-01,-2.01006309e-01,-1.87608685e-02,-2.03628597e-01,-2.07474544e-01,-1.71386144e-01,2.07286208e-01,1.73090291e-01,-7.45574493e-02,1.17907810e-01,-2.05410838e-01,-1.27055167e-01,9.38331305e-02,9.41183044e-02,4.15565225e-02,-1.46918462e-01,6.43762972e-02
contig-61000000,-5.39228833e+00,1.37656336e+00,-2.65706672e+00,-2.86827437e-01,6.66336907e-02,-4.35261085e-01,-4.46675602e-02,-1.31074040e-01,-7.90161855e-02,-1.84983935e-01,-8.85271136e-02,-4.64138411e-01,-2.26604531e-01,-8.37475458e-03,1.80840753e-01,5.02327745e-02,-1.69767786e-01,-1.27556337e-01,-1.29844854e-01,2.93752055e-01,9.90957572e-02,2.68298760e-03,2.33176682e-01,-1.69979624e-01,-5.61775163e-02
contig-62000000,1.21576913e+01,3.80594078e+00,-9.81907850e-01,-1.08189960e+00,-2.74183326e-01,-1.07551673e+00,-8.88053725e-01,-4.51790771e-01,-8.30275038e-02,3.19844744e-01,-5.79173706e-01,-2.95871009e-01,8.39529701e-02,-5.55416064e-01,-5.60472994e-01,-5.98725756e-01,3.92842834e-01,3.70143008e-01,-1.28537465e+00,-6.93435354e-01,1.42405520e-01,-3.04831586e-01,-2.03503285e-01,1.08649131e-01,-1.39083443e-02
contig-63000000,1.17028173e+01,1.46358617e+00,-1.97069721e+00,-7.14471857e-01,-1.80900722e-01,-5.08127294e-01,2.65416045e-01,-1.03438204e+00,-3.13814292e-01,3.77549837e-01,-1.25312440e+00,-7.09066868e-02,-5.41385718e-01,-2.56348089e-01,-1.82309704e-01,-1.39709520e-01,2.87939896e-01,1.41843293e-01,-2.39598292e-01,2.17561259e-01,2.74468542e-01,-1.56702847e-02,1.74695778e-01,-6.32487898e-02,-1.09358013e-01
contig-64000000,7.65252129e-01,4.98979869e+00,6.31243614e+00,2.61000357e-02,-1.30366710e+00,-2.02709619e+00,1.32660460e+00,7.29832106e-01,8.11214760e-01,-6.26284674e-01,6.81690822e-01,-1.09019283e-01,6.02397147e-01,2.37113382e-01,7.86886213e-01,-6.08632358e-01,1.83029276e-01,5.59036978e-01,1.57539019e-02,-8.10294738e-01,4.28631544e-01,-9.17552037e-01,-1.22347211e-01,-1.42938712e-01,-5.23284219e-01
contig-65000000,-5.15120037e+00,3.36415548e-01,-3.08422367e+00,-1.91233993e-01,1.02851506e+00,5.76181116e-01,3.00788435e-01,-5.98633763e-01,-5.75174334e-02,1.82121759e-01,6.98681264e-01,4.01533740e-01,-1.42747211e-01,-1.96123157e-01,-3.27374754e-01,-3.62469178e-01,7.98749517e-01,3.43711515e-01,2.80256277e-01,-4.82970111e-01,-2.01589584e-01,-5.10915342e-01,2.68808392e-01,-2.85365028e-01,3.18384458e-01
contig-66000000,-5.47704626e+00,1.97047177e+00,-2.76082049e+00,-3.50275767e-01,1.29880360e-01,1.21469328e-01,3.13525020e-01,5.80558681e-02,-1.38327160e-01,-1.01490249e-01,-3.66444345e-02,-2.07952841e-01,-2.18688791e-01,-1.17208115e-01,-1.01654563e-01,5.33806528e-01,-3.02559802e-01,-9.60249420e-02,-3.32014896e-03,-1.41080704e-01,-2.39476127e-02,4.73462721e-02,-9.63449593e-03,-9.27354823e-02,-3.26119248e-01
contig-67000000,-5.77377244e+00,-9.79810843e-01,-3.79519375e+00,1.11853530e-01,8.02023582e-01,-7.46447234e-01,8.41609221e-03,2.95651439e-02,-3.83773523e-01,-3.68792297e-01,-3.83325984e-01,3.75256784e-01,-2.58169277e-01,2.39092153e-01,1.80685722e-01,-2.21703531e-02,-2.04266631e-01,-4.87862307e-01,1.89759486e-01,6.52118820e-01,-5.33424237e-01,1.16180289e-01,3.92988536e-01,-3.85453141e-01,-1.53716894e-01
contig-68000000,-5.76666168e+00,-2.32568184e-01,-3.85604626e+00,9.49296206e-02,6.55419102e-01,-6.54779787e-01,2.57845271e-01,-1.41550060e-01,-7.52817882e-02,1.87710025e-02,-1.08441768e-01,4.06475432e-01,-2.97487808e-01,-1.52428855e-01,1.70308495e-01,1.49463075e-01,3.68060006e-01,-5.27007203e-01,3.13160526e-01,3.12083009e-01,-2.63485397e-02,1.40853126e-01,4.21513405e-02,-1.47156197e-01,7.85711531e-02
contig-69000000,1.38105423e+01,-8.52761511e-01,-6.58004101e+00,-4.18391726e-01,-3.34062375e-01,9.28069360e-02,-1.00920481e+00,8.57731819e-01,2.35001500e-01,-9.78006997e-02,8.45942667e-01,1.87555654e-01,-1.79778519e-01,9.93715856e-01,2.41334941e-01,8.74885093e-02,-3.74112816e-02,1.29878023e-01,2.77230278e-01,9.13684589e-02,2.10671101e-03,-9.50182549e-02,8.69719305e-02,8.78318056e-02,-1.05087594e-01
contig-70000000,-1.43474639e+00,-4.78559386e+00,-1.34370241e-01,1.09113186e+00,-6.30328529e-01,1.06874757e-01,1.59288160e+00,-7.74277565e-02,-1.01081086e+00,-3.63602218e-02,4.56834479e-01,2.91307387e-02,-5.14284579e-01,-3.12302657e-01,5.72137673e-01,-4.63274410e-01,1.05356971e+00,-2.28595560e-01,-3.21189772e-01,9.26015338e-02,-6.65404618e-01,7.60923510e-01,-2.37241460e-02,-8.94220624e-01,9.73993059e-01
contig-71000000,-1.76792470e+00,-3.88475086e+00,6.51010285e-01,2.48272833e-01,-7.33929617e-01,9.22072657e-01,7.59811476e-01,9.19690723e-01,-6.18277252e-02,-6.93559526e-01,-6.73647605e-01,6.07013497e-02,-1.91793811e-01,-3.58754849e-01,1.88903325e-02,6.28189167e-02,-1.15549967e-01,5.87616260e-01,3.62431070e-01,-1.20314551e-01,-2.43948242e-01,-9.73047317e-01,-4.94901281e-01,-3.19456552e-01,-8.96263275e-01
contig-72000000,5.42671399e+00,8.45076357e+00,4.05964195e+00,2.92652968e+00,3.75600116e+00,1.77827340e-01,2.97009129e+00,2.49467437e+00,1.96345393e+00,2.79414325e-02,-9.14636689e-01,1.83276819e-01,4.68189652e-01,-1.87650187e-01,-1.02858271e+00,4.83099812e-01,8.26354159e-02,1.35940976e-01,-3.37965045e-01,-2.41853183e-01,-4.55598832e-01,-2.95693412e-03,-3.50395200e-01,6.13741582e-01,-2.51083324e-01
contig-73000000,-3.48552426e+00,9.57769168e+00,3.29812497e+00,-5.15463710e-01,-1.29662559e-01,-2.38340945e+00,2.20779842e-01,9.85502449e-01,-7.17212209e-01,-1.54582371e+00,-3.95785659e-01,-9.61030389e-02,4.56230306e-01,5.02183618e-01,-3.74340265e-01,-3.54166605e-01,6.39173798e-01,8.27201557e-02,4.75246208e-01,-8.44501174e-01,5.33711272e-01,-3.70740425e-02,-1.62177008e-01,1.87637529e-01,4.25208712e-01
contig-74000000,-2.31169597e+00,6.26198328e+00,2.98929675e+00,-1.13469112e+00,5.28070854e-01,-5.16594856e-01,-1.19915504e+00,-8.92593937e-01,-1.07395746e-01,9.95390924e-02,-3.61869710e-01,1.13807550e-01,1.07401838e-01,1.13369908e-01,-2.88152581e-01,4.34399776e-01,-2.59253736e-01,3.20593632e-01,4.06833165e-01,-2.10811191e-01,-2.32361613e-01,1.41767576e-01,-1.75344536e-01,5.47972029e-02,-3.55882063e-01
contig-75000000,-7.97616302e+00,2.35999495e+00,-5.39679520e+00,6.55208498e-01,-9.28079355e-01,-7.02950150e-01,9.80276804e-01,7.86939627e-01,-1.83407195e-01,6.52914366e-03,-4.82134517e-02,-1.44416973e-01,-3.45423226e-02,-1.59062065e-01,-8.39501868e-02,-9.40147949e-02,9.96525586e-02,4.36836509e-02,-3.29064936e-01,7.08152063e-02,-7.14255058e-02,-7.77604042e-02,1.21431824e-01,6.73112795e-02,-1.32533947e-01
contig-76000000,-1.48493651e+00,-4.01861883e+00,6.41855951e-01,9.78134925e-01,-1.10927776e+00,-1.24414381e+00,8.01422631e-01,3.27543691e-03,5.67977379e-01,1.08915200e+00,-1.59049401e-02,1.34166030e+00,6.97890826e-01,-4.28621124e-01,1.16407353e+00,-1.95834189e-01,5.19761460e-01,-9.60262391e-01,-5.48970682e-01,3.65312840e-01,3.93412435e-01,-2.73329261e-01,-8.82911605e-02,-3.45211399e-01,-1.37435537e-01
contig-77000000,8.51933601e+00,7.26825179e+00,-2.79044498e+00,1.42193250e+01,-1.44150714e+00,3.06834397e+00,-1.59418866e+00,-1.79974333e+00,-1.95230624e+00,1.00448753e-01,-1.39866958e+00,3.89169463e-01,1.17089117e-01,2.87038831e-01,5.81009983e-01,1.96493646e-01,2.06875159e-01,-1.06507186e+00,-2.29431113e-01,5.86349342e-01,-6.13170100e-01,-1.33643726e-01,-1.17844584e-01,-1.46877140e-01,-5.43222880e-01
contig-78000000,2.38075254e-01,5.05416800e+00,6.55747455e+00,-4.46474485e-01,-9.06621887e-01,-1.05291357e+00,4.49283068e-01,1.30533899e+00,-1.20452050e+00,-3.58571558e-01,5.25831161e-01,1.72132450e-01,4.95343423e-01,-6.76030236e-01,8.05975211e-02,-5.98021511e-01,-5.31766763e-01,6.36520037e-01,-7.30874233e-01,3.21119717e-01,9.70632662e-03,-1.03877780e+00,-2.37604841e-01,-1.31501449e-01,5.03282490e-01
contig-79000000,-1.26985543e+00,-3.31210119e+00,1.27573290e+00,6.93699039e-01,-1.12343377e+00,-1.62175138e+00,8.08848526e-01,-1.37673153e-01,1.31704993e+00,1.14084271e+00,-3.82859093e-01,3.19086864e-02,-3.34981330e-01,-4.67691061e-01,-5.93152505e-01,4.79222346e-01,-5.37097313e-02,5.99923788e-01,-1.85765108e-02,4.30185877e-01,5.06308470e-01,-3.95907059e-02,-3.10354454e-01,3.17415070e-01,-2.02639295e-01
contig-80000000,-1.31438762e+00,-4.46687689e+00,2.48527729e-01,1.58356337e-01,-4.00904912e-01,2.72926480e-01,9.10824760e-01,6.24750780e-01,-6.89645109e-01,-1.95460046e-01,5.11593297e-01,-4.16431366e-01,-2.30865169e-01,-2.46306635e-01,5.41317167e-01,8.04822940e-01,2.02219185e-01,9.14919874e-01,-3.37724253e-01,-6.15928515e-01,-8.66469076e-01,2.62177092e-01,-3.80133370e-01,1.10596779e-01,-4.06308605e-01
contig-81000000,1.05608008e+01,7.94524167e-01,-1.65199660e+00,-1.03252122e+00,3.21191516e-01,8.83562500e-02,1.33422977e+00,-1.27003607e+00,1.35578580e-01,-8.04633238e-02,-1.21112844e+00,5.67619445e-01,-4.94486278e-01,-5.91457608e-01,5.59829141e-01,-1.18686009e+00,1.10650466e+00,9.17174930e-02,-1.34849997e+00,1.20494238e-01,-2.88362794e-02,-6.16833920e-01,-3.15967017e-01,1.85309117e-01,-1.11102523e-01
contig-82000000,-1.16994344e+00,-2.87099912e+00,1.05883538e+00,1.42115285e-01,-1.04630661e+00,1.82085406e+00,1.14041025e+00,4.25844271e-01,3.68559569e-01,1.12599590e+00,6.79960545e-01,-3.92138584e-01,-5.48697061e-01,9.04723327e-02,-2.54627247e-01,-7.62098427e-01,7.56438120e-01,6.18548311e-01,1.83065914e-01,5.03675942e-01,8.66584874e-01,-8.46327316e-02,-2.28308433e-01,-4.59742510e-01,5.08090283e-01
contig-83000000,-1.47888815e+00,-4.42189934e+00,2.49136458e-01,4.92012304e-01,-1.31762470e-01,5.17135618e-01,1.18721585e+00,1.00040205e+00,-4.40746640e-01,-7.92257496e-03,9.83498780e-02,-8.89165035e-02,-2.91909314e-01,-3.47377390e-01,5.68213864e-01,-2.64093393e-01,4.32910802e-01,1.81117174e-01,2.80872111e-02,-2.89999639e-02,4.70067807e-01,6.86043102e-01,-6.35381187e-01,-2.28049638e-01,4.71788311e-02
contig-84000000,-1.03723260e+00,-3.46732431e+00,8.16440185e-01,3.15886582e-01,-7.11380817e-01,1.52435617e+00,1.02076439e+00,-8.08478650e-02,7.76657827e-01,-2.11476864e-01,6.36896755e-01,-8.76819813e-02,-4.52227826e-01,3.91056640e-01,2.55905858e-01,4.62306186e-01,-3.75644449e-01,1.06139907e-01,-4.60949604e-01,2.79614756e-01,5.60674224e-01,-2.21296325e-01,4.89281519e-01,4.97250120e-01,-2.26287987e-02
contig-85000000,-5.67322345e+00,1.28945442e+00,-2.87214143e+00,-1.74418546e-01,-3.34851186e-02,-1.86774632e-01,-5.40499306e-01,3.66388416e-01,-1.01590803e-01,-3.05525729e-01,-9.91138148e-02,-3.54252411e-01,2.52525461e-01,-1.60316877e-02,1.07431068e-02,3.26357106e-01,1.29921536e-01,2.28330285e-01,8.94802322e-02,2.77505308e-02,-2.16054854e-01,-1.42998565e-01,-3.32356046e-01,-1.22051974e-01,1.34964079e-01
contig-86000000,1.04166185e+01,-1.21964036e+00,-2.30553982e+00,-1.82798941e-01,-9.67052887e-02,-1.95915697e-01,-6.71440718e-01,-3.45589862e-01,7.08415597e-01,-7.68680270e-01,-5.52223993e-01,9.88235935e-02,6.67325243e-01,1.04732757e-01,9.62508511e-01,-1.33956564e-01,4.78421303e-01,1.59727693e-01,2.20888573e-03,-1.22727305e-01,-5.96390813e-01,-6.84632530e-02,-3.99641841e-01,2.14639537e-01,1.03445045e-01
contig-87000000,-3.21113449e-01,2.99391908e-01,3.21921175e+00,-2.97611754e-02,-8.93246965e-01,5.34366301e-01,1.05861654e+00,-5.04520315e-01,-7.90576010e-02,1.23652134e+00,9.23385682e-01,5.66043590e-01,3.88999970e-01,-3.50418764e-01,8.18446735e-01,-1.61253248e-01,-7.04707321e-01,-2.72342508e-01,-3.02513233e-01,1.49196843e-01,-3.47302667e-01,-3.37563055e-01,2.67098220e-01,7.42669834e-01,5.03390392e-01
contig-88000000,-3.89690004e+00,6.07186161e-01,-1.07515811e+00,-6.64945560e-01,9.20952490e-01,-6.39379980e-01,-4.25403645e-01,-1.20437912e-01,-7.12587743e-01,-6.26735585e-01,-6.28343444e-01,1.56647040e-01,7.51507647e-01,1.09819227e-02,2.33360503e-01,1.32474964e+00,1.75892085e-01,-1.90925049e-01,4.72181863e-01,8.53242549e-02,4.51829404e-01,1.81040022e-01,-4.77649194e-01,-2.48254377e-01,-9.27710900e-01
contig-89000000,-8.66630599e-01,-2.62324552e+00,1.40572894e+00,-2.22340159e-01,-1.30089363e+00,1.20897771e+00,8.56247552e-01,4.79880011e-01,-3.83563970e-02,7.55706281e-01,-4.15231503e-01,-1.13409905e-01,-1.89281082e-01,-4.15439382e-01,2.51929818e-02,-5.53776429e-01,2.81941627e-01,6.71326605e-01,9.51715678e-01,3.78453118e-01,-1.02270443e+00,-3.78592613e-02,-2.63622267e-01,2.61753947e-01,8.05804216e-01
contig-90000000,-1.52153977e+00,-4.03681352e+00,9.23827034e-01,8.92715132e-01,-6.86771126e-01,-1.60460091e+00,2.80505233e-01,-2.28827021e-01,1.19373327e+00,5.82218050e-01,3.61892004e-01,-3.08091655e-03,-3.81857411e-01,-2.98623963e-01,1.60321946e-01,-6.86259896e-01,-8.54170957e-02,-3.51690474e-01,-6.74544690e-01,2.66126321e-02,-3.93386589e-01,4.00101268e-01,-4.66961852e-01,-1.70337890e-01,9.14028604e-01
contig-91000000,-3.11945749e+00,2.58494481e+00,4.51632392e-01,-1.36380511e+00,1.20213508e+00,1.52190779e+00,-4.88100915e-01,-8.21350370e-01,-4.63780509e-01,-1.26391272e-01,-2.64957808e-01,2.27929973e-01,-3.28208889e-01,1.28668998e-01,-3.08007363e-01,5.90310004e-01,-2.57250281e-01,-1.32049024e-01,-4.66334205e-02,8.32413261e-02,1.88405474e-01,2.05043067e-01,1.97452133e-01,-6.86373717e-01,-4.04275268e-01
contig-92000000,-1.20283425e+00,-4.58830617e+00,8.32243286e-01,8.53603354e-01,-8.96532764e-01,-1.33669606e+00,2.62108015e-02,2.05232427e-01,7.46491557e-01,-2.46163136e-01,-4.00591871e-01,7.71553731e-01,-1.11997511e+00,-6.65896048e-01,-6.31022980e-01,1.16572827e+00,-9.47809291e-01,5.95790471e-01,-7.47606090e-01,2.28446458e-02,-8.58528181e-01,-1.29196206e-01,7.01829139e-01,-5.52667208e-02,4.64091649e-01
contig-93000000,-7.28528238e+00,3.89139001e+00,-3.72220757e+00,4.27806555e-01,-8.63570668e-01,-6.76629395e-01,1.91774932e-01,6.68710520e-01,-1.18880052e-01,-5.16354851e-02,-9.16183973e-02,-1.85329716e-01,2.72943613e-01,-4.44885677e-01,-8.53459628e-03,-1.66356828e-01,3.08774265e-02,3.77755648e-01,-7.13614889e-01,-1.98003286e-01,4.86555305e-02,-2.63587737e-01,-7.95264804e-02,9.28630115e-02,1.25870439e-02
contig-94000000,-5.29782318e+00,-6.41836899e-01,-2.80091308e+00,-1.30729212e-01,5.30125580e-01,5.61089222e-02,-6.17220279e-01,6.65001329e-03,4.08383876e-01,-7.20400613e-01,-3.14501715e-01,4.57260942e-01,-4.80989928e-01,1.23554316e-01,-1.13152553e-01,1.04025298e-01,9.76544988e-02,-3.03496499e-01,-3.24039544e-01,2.50808310e-01,1.57414381e-01,1.66391819e-01,3.64585133e-02,6.81281845e-02,1.20347713e-01
contig-95000000,-3.36966218e+00,4.98054901e+00,1.39729067e+00,-1.04624344e+00,5.07201421e-01,3.35880692e-01,-8.72573028e-01,-2.75408088e-02,-1.86364751e-01,2.52206318e-01,-9.20036840e-01,1.87744602e-01,4.13062541e-03,-1.56653302e-01,-7.09081104e-02,-1.37341048e-01,-1.35815671e-01,-2.13094067e-01,4.20155789e-01,-1.93271568e-01,-8.34326685e-02,4.78474796e-01,1.89902099e-01,-3.40527381e-01,-3.92006372e-01
contig-96000000,-1.36245727e+00,-4.11868343e+00,1.08721232e+00,7.83895693e-01,-6.04357179e-01,-1.17976890e+00,8.50641890e-01,-2.48117125e-01,9.24265268e-02,1.35595251e+00,-1.04246694e+00,1.45481306e+00,8.84422005e-01,-2.40679435e-01,2.01867825e-01,-1.25856611e+00,-9.77751094e-02,-6.91356027e-01,-1.98087449e-04,6.56256119e-01,-2.80674087e-01,9.92523080e-02,4.03847973e-01,-1.27529570e+00,-1.45550331e-01
contig-97000000,-2.72284918e-02,-4.08559036e+00,5.33743751e-01,9.17669322e-01,-8.71554988e-01,-2.69234584e+00,1.03101912e-01,9.58186259e-01,2.19047593e+00,4.86678760e-01,-5.20519850e-01,1.22626764e-01,1.61699612e-01,-4.19457673e-01,-1.15192737e-01,-3.93228827e-01,-3.88482261e-01,8.72674879e-01,8.38979766e-02,-7.63376756e-02,2.48979706e-01,5.06323356e-01,1.25960765e+00,-8.53462418e-01,-2.79505089e-01
contig-98000000,-9.45670311e-01,-3.03388570e+00,1.28931164e+00,-1.56501426e-01,-2.87504488e-01,2.21211082e+00,8.68726313e-01,4.72829399e-01,-2.28844146e-01,6.07000715e-01,2.75031826e-01,7.49347756e-01,7.01630444e-01,5.82110040e-01,1.79811419e+00,4.38095821e-01,4.63632707e-01,-3.43897843e-01,-8.41271900e-01,2.43284153e-01,-4.73459215e-01,-3.12615677e-01,-1.83237849e-02,4.37512042e-01,4.58492601e-01
contig-99000000,-5.34799980e+00,5.06010407e+00,-7.18381534e-01,-7.32746773e-01,-1.75772296e+00,6.50747150e-01,4.02139822e-01,8.23653673e-01,3.55774600e-01,-5.92887973e-01,-2.88202431e-01,-3.48554699e-01,1.78893291e-01,-7.05309482e-02,1.10781725e-01,4.06874350e-01,-6.69997137e-02,1.50101048e-01,4.24089300e-01,-4.39345214e-02,-1.30426743e-01,8.79253048e-02,-1.36910410e-01,2.01551776e-01,-9.83200962e-02
contig-100000000,3.31395665e-01,1.75596529e-01,3.49779712e+00,4.51337178e-02,-1.29714891e+00,-5.15692570e-01,-4.45817098e-01,-4.49127431e-02,1.54555292e+00,5.27633024e-01,1.97117977e+00,3.78594631e-02,1.19078953e+00,-1.42008614e+00,-1.41723959e-02,5.54777961e-01,-5.32126133e-03,-4.09754661e-01,-1.06958597e+00,-3.23436299e-01,2.89643106e-01,5.52429464e-01,4.54637604e-01,1.19022861e-01,-2.04789835e-01
contig-101000000,-1.03749565e+00,-3.15027622e+00,1.33066277e+00,1.09188873e-01,-8.00273687e-01,2.08880742e-02,-6.48460886e-02,5.14849295e-01,3.86104696e-01,-2.22402160e-01,1.18462650e-01,-1.27904044e+00,-6.01919700e-01,-1.24798109e-01,-2.75769889e-01,-4.41099371e-01,-4.73813874e-01,6.34114068e-01,8.18004655e-03,7.19536036e-01,-3.85609233e-01,6.96346151e-01,-1.61476044e-01,3.37049206e-01,-5.33560370e-01
contig-102000000,-1.21478898e+00,-5.18706864e+00,3.99431373e-01,6.34776073e-01,-2.10024576e-01,-1.66395432e+00,9.19657079e-01,-1.46732105e-01,9.27644203e-03,-3.25755322e-02,-4.23947643e-01,1.22298973e-01,9.53605301e-02,5.93456321e-01,8.09796811e-01,5.31367210e-01,-9.88501699e-01,6.13931915e-01,3.58200214e-02,-3.55205261e-01,2.51680454e-01,2.32485417e-02,-5.99255776e-01,2.96735608e-01,6.61035486e-02
contig-103000000,5.80704525e-02,1.05166901e+00,4.05548164e+00,-2.58519091e-02,-1.07914520e+00,1.12570610e+00,5.10084705e-01,-2.27803852e-01,-4.08436508e-01,1.75331880e+00,2.19393166e-01,7.05907286e-01,-2.64989337e-01,-6.89869970e-01,-6.65784159e-01,-4.93566625e-01,2.92447651e-01,1.26895719e-01,-4.23345231e-01,1.98722609e-02,2.66925557e-01,6.10438375e-01,-4.90807099e-02,1.45775786e-01,6.91350735e-02
contig-104000000,-6.27406636e+00,2.52529260e+00,-2.94210533e+00,-6.47533792e-02,-8.01218352e-01,2.97377474e-01,4.81500603e-01,1.55017770e-01,2.37329961e-01,2.61571097e-01,-5.35048883e-02,-1.00460185e-01,-1.66494650e-01,-1.82240996e-01,-1.56850046e-01,9.69825604e-02,3.12165832e-01,1.48642818e-01,-2.16974634e-01,-4.10688206e-01,1.76074925e-01,-1.53529103e-01,-1.03941391e-02,1.58958774e-01,3.80645205e-02
contig-105000000,1.13954801e+01,3.78849383e+00,1.63152615e+00,2.01737658e-01,-1.37161133e-01,3.66451144e-01,1.87354521e+00,-9.03057243e-01,1.86201761e+00,-1.03916699e+00,-6.05649871e-01,-1.36577228e-01,1.54831399e-01,-2.75639273e-01,-3.23851860e-01,5.95512485e-01,5.58458632e-04,-1.05610835e+00,9.68107624e-01,-6.54446560e-01,-4.11670367e-01,-2.01563230e-01,2.01487314e-01,-5.04764109e-01,-1.15301025e-01
contig-106000000,8.99778197e-02,-8.98491730e-01,2.80376240e+00,-2.93552009e-03,-1.21253084e+00,-1.96476076e-01,7.81400604e-02,4.28105490e-01,-2.99484917e-02,-5.35133851e-01,4.87269398e-01,-7.76761906e-01,1.52437668e+00,-1.21859159e+00,-9.29065767e-02,9.32387385e-01,-1.98602459e-01,-5.42730062e-02,-4.75777144e-01,4.21370899e-01,-3.10677302e-01,-2.09966436e-01,-6.08026647e-01,-9.41732915e-01,6.71096185e-01
contig-107000000,-9.34508665e-01,-5.29307222e+00,2.29002116e-01,9.19479116e-01,-2.93001558e-02,-1.16339353e+00,1.39838196e+00,-3.18228853e-01,1.44394078e+00,3.07746624e-01,-2.32245122e-01,4.91825727e-01,3.02815071e-01,2.83090890e-01,3.81024149e-01,3.89321338e-02,-4.48445084e-01,1.09199872e-01,-2.87194802e-01,-2.46958869e-01,-1.42964193e-01,-1.22429239e-01,6.48136107e-01,2.00497399e-02,-3.66744208e-01
contig-108000000,5.74686443e+00,6.61244838e+00,3.78905796e+00,3.82759567e+00,5.60929665e+00,2.23102157e+00,2.54015587e+00,1.63434958e+00,1.54214490e+00,4.38102679e-01,1.18529280e+00,4.97355943e-01,-9.97857552e-01,5.55315291e-01,-3.37296300e-01,3.25966473e-01,-1.66881953e-01,-6.01584067e-01,-4.53226114e-01,-4.82826636e-02,9.35611610e-01,5.63379009e-01,9.00398233e-01,3.77616629e-01,-6.51463013e-01
contig-109000000,-1.24012101e+00,-4.53571192e+00,7.43540874e-01,5.00996970e-01,1.08065682e-01,-2.70356212e-01,9.53390704e-02,5.99352106e-01,-4.71089118e-01,-7.39131466e-01,7.85624076e-01,-1.46271870e-01,-2.39502993e-01,-1.25835904e-01,2.49638544e-01,-9.81669554e-01,1.89362260e-01,1.43522564e-01,-1.67714470e-01,-7.26889523e-01,-8.74633785e-01,1.32640735e+00,-7.68829441e-01,-3.29932803e-01,-2.98106792e-01
contig-110000000,-6.73452279e+00,4.39858668e+00,-3.22306854e+00,2.38892757e-03,-1.09987235e+00,2.14768838e-01,4.86933044e-01,6.79161124e-01,1.56661738e-01,1.47988847e-01,2.14072744e-01,-4.21461229e-01,1.42730575e-01,-1.97184571e-01,2.52159030e-01,1.79459021e-01,-2.49629331e-01,1.34611395e-01,5.15087975e-03,9.34730020e-02,-1.08793169e-02,2.35163957e-01,1.73872115e-01,-1.79868369e-01,-6.56761205e-02
contig-111000000,-2.67609491e-01,-7.90990996e-01,2.81763367e+00,-5.18340299e-01,-1.13644986e+00,4.51304901e-01,5.27454973e-01,-1.82816951e-01,-7.47582967e-01,1.96836857e-01,2.86764770e-01,1.55282405e-01,5.59699482e-02,-5.11310059e-01,-1.54038258e-01,-6.80718858e-02,-3.30026895e-01,-1.71094592e-01,-6.90740000e-01,-1.24855231e-01,2.11256938e-01,-2.92431437e-01,6.25984262e-02,-5.41222309e-01,-2.91149712e-01
